date,game_mode,region,map,tier,hero_name,role,pick_rate(%),win_rate(%)
2026-01-24,quickplay,Asia,ilios,All,메르시,SUPPORT,12.5,47.7
2026-01-24,quickplay,Asia,ilios,All,메이,DAMAGE,5.8,51.3
2026-01-24,quickplay,Asia,ilios,All,모이라,SUPPORT,16.7,48.4
2026-01-24,quickplay,Asia,ilios,All,바스티온,DAMAGE,11.4,49.0
2026-01-24,quickplay,Asia,ilios,All,바티스트,SUPPORT,8.1,46.6
2026-01-24,quickplay,Asia,ilios,All,벤데타,DAMAGE,13.8,54.5
2026-01-24,quickplay,Asia,ilios,All,벤처,DAMAGE,5.1,53.7
2026-01-24,quickplay,Asia,ilios,All,브리기테,SUPPORT,7.2,52.1
2026-01-24,quickplay,Asia,ilios,All,소전,DAMAGE,12.6,45.1
2026-01-24,quickplay,Asia,ilios,All,솔저: 76,DAMAGE,16.7,47.7
2026-01-24,quickplay,Asia,ilios,All,솜브라,DAMAGE,9.4,48.3
2026-01-24,quickplay,Asia,ilios,All,시그마,TANK,6.9,52.0
2026-01-24,quickplay,Asia,ilios,All,시메트라,DAMAGE,4.6,56.8
2026-01-24,quickplay,Asia,ilios,All,아나,SUPPORT,44.4,47.7
2026-01-24,quickplay,Asia,ilios,All,애쉬,DAMAGE,12.2,48.4
2026-01-24,quickplay,Asia,ilios,All,에코,DAMAGE,8.4,52.8
2026-01-24,quickplay,Asia,ilios,All,오리사,TANK,12.7,48.5
2026-01-24,quickplay,Asia,ilios,All,우양,SUPPORT,16.0,52.3
2026-01-24,quickplay,Asia,ilios,All,위도우메이커,DAMAGE,4.2,44.0
2026-01-24,quickplay,Asia,ilios,All,윈스턴,TANK,6.5,52.1
2026-01-24,quickplay,Asia,ilios,All,일리아리,SUPPORT,11.3,55.0
2026-01-24,quickplay,Asia,ilios,All,자리야,TANK,7.8,49.0
2026-01-24,quickplay,Asia,ilios,All,정커퀸,TANK,4.9,55.3
2026-01-24,quickplay,Asia,ilios,All,정크랫,DAMAGE,9.1,53.5
2026-01-24,quickplay,Asia,ilios,All,젠야타,SUPPORT,11.7,52.8
2026-01-24,quickplay,Asia,ilios,All,주노,SUPPORT,14.4,50.5
2026-01-24,quickplay,Asia,ilios,All,캐서디,DAMAGE,24.2,45.9
2026-01-24,quickplay,Asia,ilios,All,키리코,SUPPORT,31.4,47.2
2026-01-24,quickplay,Asia,ilios,All,토르비욘,DAMAGE,3.3,54.5
2026-01-24,quickplay,Asia,ilios,All,트레이서,DAMAGE,7.6,47.7
2026-01-24,quickplay,Asia,ilios,All,파라,DAMAGE,11.3,54.7
2026-01-24,quickplay,Asia,ilios,All,프레야,DAMAGE,7.3,46.0
2026-01-24,quickplay,Asia,ilios,All,한조,DAMAGE,6.7,48.1
2026-01-24,quickplay,Asia,ilios,All,해저드,TANK,3.0,51.1
2026-01-24,quickplay,Asia,busan,All,D.Va,TANK,10.1,49.0
2026-01-24,quickplay,Asia,busan,All,겐지,DAMAGE,14.6,49.8
2026-01-24,quickplay,Asia,busan,All,둠피스트,TANK,14.6,49.1
2026-01-24,quickplay,Asia,busan,All,라마트라,TANK,6.4,51.4
2026-01-24,quickplay,Asia,busan,All,라이프위버,SUPPORT,7.2,48.0
2026-01-24,quickplay,Asia,busan,All,라인하르트,TANK,9.4,52.3
2026-01-24,quickplay,Asia,busan,All,레킹볼,TANK,4.4,46.9
2026-01-24,quickplay,Asia,busan,All,로드호그,TANK,5.5,44.1
2026-01-24,quickplay,Asia,busan,All,루시우,SUPPORT,8.0,50.4
2026-01-24,quickplay,Asia,busan,All,리퍼,DAMAGE,10.7,52.2
2026-01-24,quickplay,Asia,busan,All,마우가,TANK,4.5,50.2
2026-01-24,quickplay,Asia,busan,All,메르시,SUPPORT,12.1,46.5
2026-01-24,quickplay,Asia,busan,All,메이,DAMAGE,6.5,52.9
2026-01-24,quickplay,Asia,busan,All,모이라,SUPPORT,18.7,50.3
2026-01-24,quickplay,Asia,busan,All,바스티온,DAMAGE,13.1,50.3
2026-01-24,quickplay,Asia,busan,All,바티스트,SUPPORT,8.6,47.9
2026-01-24,quickplay,Asia,busan,All,벤데타,DAMAGE,13.5,53.7
2026-01-24,quickplay,Asia,busan,All,벤처,DAMAGE,4.3,51.7
2026-01-24,quickplay,Asia,busan,All,브리기테,SUPPORT,6.1,50.3
2026-01-24,quickplay,Asia,busan,All,소전,DAMAGE,15.1,46.5
2026-01-24,quickplay,Asia,busan,All,솔저: 76,DAMAGE,20.3,51.1
2026-01-24,quickplay,Asia,busan,All,솜브라,DAMAGE,9.9,48.3
2026-01-24,quickplay,Asia,busan,All,시그마,TANK,9.5,53.7
2026-01-24,quickplay,Asia,busan,All,시메트라,DAMAGE,4.0,56.6
2026-01-24,quickplay,Asia,busan,All,아나,SUPPORT,47.4,47.8
2026-01-24,quickplay,Asia,busan,All,애쉬,DAMAGE,14.6,51.1
2026-01-24,quickplay,Asia,busan,All,에코,DAMAGE,5.0,49.7
2026-01-24,quickplay,Asia,busan,All,오리사,TANK,11.6,46.1
2026-01-24,quickplay,Asia,busan,All,우양,SUPPORT,18.0,53.3
2026-01-24,quickplay,Asia,busan,All,위도우메이커,DAMAGE,5.4,45.4
2026-01-24,quickplay,Asia,busan,All,윈스턴,TANK,6.5,50.8
2026-01-24,quickplay,Asia,busan,All,일리아리,SUPPORT,11.8,56.4
2026-01-24,quickplay,Asia,busan,All,자리야,TANK,9.8,52.0
2026-01-24,quickplay,Asia,busan,All,정커퀸,TANK,5.0,54.7
2026-01-24,quickplay,Asia,busan,All,정크랫,DAMAGE,8.8,50.0
2026-01-24,quickplay,Asia,busan,All,젠야타,SUPPORT,14.1,54.1
2026-01-24,quickplay,Asia,busan,All,주노,SUPPORT,15.3,50.6
2026-01-24,quickplay,Asia,busan,All,캐서디,DAMAGE,23.5,49.0
2026-01-24,quickplay,Asia,busan,All,키리코,SUPPORT,32.6,47.2
2026-01-24,quickplay,Asia,busan,All,토르비욘,DAMAGE,3.7,55.6
2026-01-24,quickplay,Asia,busan,All,트레이서,DAMAGE,7.4,46.8
2026-01-24,quickplay,Asia,busan,All,파라,DAMAGE,5.0,49.5
2026-01-24,quickplay,Asia,busan,All,프레야,DAMAGE,6.8,46.1
2026-01-24,quickplay,Asia,busan,All,한조,DAMAGE,7.6,47.5
2026-01-24,quickplay,Asia,busan,All,해저드,TANK,2.9,50.1
2026-01-24,quickplay,Asia,dorado,All,D.Va,TANK,15.1,49.5
2026-01-24,quickplay,Asia,dorado,All,겐지,DAMAGE,16.2,50.2
2026-01-24,quickplay,Asia,dorado,All,둠피스트,TANK,14.9,51.0
2026-01-24,quickplay,Asia,dorado,All,라마트라,TANK,5.1,49.4
2026-01-24,quickplay,Asia,dorado,All,라이프위버,SUPPORT,9.5,48.5
2026-01-24,quickplay,Asia,dorado,All,라인하르트,TANK,7.2,50.9
2026-01-24,quickplay,Asia,dorado,All,레킹볼,TANK,3.8,52.7
2026-01-24,quickplay,Asia,dorado,All,로드호그,TANK,4.9,42.1
2026-01-24,quickplay,Asia,dorado,All,루시우,SUPPORT,5.0,47.7
2026-01-24,quickplay,Asia,dorado,All,리퍼,DAMAGE,10.3,52.8
2026-01-24,quickplay,Asia,dorado,All,마우가,TANK,3.4,47.9
2026-01-24,quickplay,Asia,dorado,All,메르시,SUPPORT,15.0,47.5
2026-01-24,quickplay,Asia,dorado,All,메이,DAMAGE,5.5,53.6
2026-01-24,quickplay,Asia,dorado,All,모이라,SUPPORT,13.7,47.6
2026-01-24,quickplay,Asia,dorado,All,바스티온,DAMAGE,12.4,48.8
2026-01-24,quickplay,Asia,dorado,All,바티스트,SUPPORT,9.8,48.4
2026-01-24,quickplay,Asia,dorado,All,벤데타,DAMAGE,12.8,55.4
2026-01-24,quickplay,Asia,dorado,All,벤처,DAMAGE,3.7,53.6
2026-01-24,quickplay,Asia,dorado,All,브리기테,SUPPORT,5.0,49.2
2026-01-24,quickplay,Asia,dorado,All,소전,DAMAGE,12.8,44.0
2026-01-24,quickplay,Asia,dorado,All,솔저: 76,DAMAGE,18.4,49.4
2026-01-24,quickplay,Asia,dorado,All,솜브라,DAMAGE,8.3,46.7
2026-01-24,quickplay,Asia,dorado,All,시그마,TANK,12.4,54.8
2026-01-24,quickplay,Asia,dorado,All,시메트라,DAMAGE,4.1,55.6
2026-01-24,quickplay,Asia,dorado,All,아나,SUPPORT,50.8,49.1
2026-01-24,quickplay,Asia,dorado,All,애쉬,DAMAGE,21.0,54.1
2026-01-24,quickplay,Asia,dorado,All,에코,DAMAGE,7.7,52.2
2026-01-24,quickplay,Asia,dorado,All,오리사,TANK,9.5,44.5
2026-01-24,quickplay,Asia,dorado,All,우양,SUPPORT,16.4,53.3
2026-01-24,quickplay,Asia,dorado,All,위도우메이커,DAMAGE,4.5,45.8
2026-01-24,quickplay,Asia,dorado,All,윈스턴,TANK,10.8,54.0
2026-01-24,quickplay,Asia,dorado,All,일리아리,SUPPORT,15.7,57.5
2026-01-24,quickplay,Asia,dorado,All,자리야,TANK,6.9,46.3
2026-01-24,quickplay,Asia,dorado,All,정커퀸,TANK,2.9,52.2
2026-01-24,quickplay,Asia,dorado,All,정크랫,DAMAGE,9.5,50.9
2026-01-24,quickplay,Asia,dorado,All,젠야타,SUPPORT,12.9,55.1
2026-01-24,quickplay,Asia,dorado,All,주노,SUPPORT,14.2,48.7
2026-01-24,quickplay,Asia,dorado,All,캐서디,DAMAGE,20.2,45.7
2026-01-24,quickplay,Asia,dorado,All,키리코,SUPPORT,32.0,47.0
2026-01-24,quickplay,Asia,dorado,All,토르비욘,DAMAGE,4.4,56.7
2026-01-24,quickplay,Asia,dorado,All,트레이서,DAMAGE,4.2,44.9
2026-01-24,quickplay,Asia,dorado,All,파라,DAMAGE,6.5,50.0
2026-01-24,quickplay,Asia,dorado,All,프레야,DAMAGE,8.8,45.6
2026-01-24,quickplay,Asia,dorado,All,한조,DAMAGE,8.7,49.3
2026-01-24,quickplay,Asia,dorado,All,해저드,TANK,3.1,49.2
2026-01-24,quickplay,Asia,rialto,All,D.Va,TANK,9.8,47.0
2026-01-24,quickplay,Asia,rialto,All,겐지,DAMAGE,14.3,50.2
2026-01-24,quickplay,Asia,rialto,All,둠피스트,TANK,14.5,49.7
2026-01-24,quickplay,Asia,rialto,All,라마트라,TANK,6.1,49.3
2026-01-24,quickplay,Asia,rialto,All,라이프위버,SUPPORT,9.2,47.4
2026-01-24,quickplay,Asia,rialto,All,라인하르트,TANK,8.9,53.2
2026-01-24,quickplay,Asia,rialto,All,레킹볼,TANK,3.5,48.5
2026-01-24,quickplay,Asia,rialto,All,로드호그,TANK,6.0,44.7
2026-01-24,quickplay,Asia,rialto,All,루시우,SUPPORT,4.7,49.8
2026-01-24,quickplay,Asia,rialto,All,리퍼,DAMAGE,7.5,52.3
2026-01-24,quickplay,Asia,rialto,All,마우가,TANK,3.5,45.3
2026-01-24,quickplay,Asia,rialto,All,메르시,SUPPORT,13.2,46.9
2026-01-24,quickplay,Asia,rialto,All,메이,DAMAGE,6.2,55.8
2026-01-24,quickplay,Asia,rialto,All,모이라,SUPPORT,11.1,47.9
2026-01-24,quickplay,Asia,rialto,All,바스티온,DAMAGE,13.4,50.8
2026-01-24,quickplay,Asia,rialto,All,바티스트,SUPPORT,9.3,48.9
2026-01-24,quickplay,Asia,rialto,All,벤데타,DAMAGE,10.8,53.0
2026-01-24,quickplay,Asia,rialto,All,벤처,DAMAGE,3.5,53.4
2026-01-24,quickplay,Asia,rialto,All,브리기테,SUPPORT,3.8,50.0
2026-01-24,quickplay,Asia,rialto,All,소전,DAMAGE,14.5,44.3
2026-01-24,quickplay,Asia,rialto,All,솔저: 76,DAMAGE,16.6,48.4
2026-01-24,quickplay,Asia,rialto,All,솜브라,DAMAGE,7.6,48.7
2026-01-24,quickplay,Asia,rialto,All,시그마,TANK,16.0,57.3
2026-01-24,quickplay,Asia,rialto,All,시메트라,DAMAGE,3.5,54.4
2026-01-24,quickplay,Asia,rialto,All,아나,SUPPORT,57.4,48.8
2026-01-24,quickplay,Asia,rialto,All,애쉬,DAMAGE,23.8,52.7
2026-01-24,quickplay,Asia,rialto,All,에코,DAMAGE,6.1,51.5
2026-01-24,quickplay,Asia,rialto,All,오리사,TANK,10.9,45.8
2026-01-24,quickplay,Asia,rialto,All,우양,SUPPORT,16.1,52.5
2026-01-24,quickplay,Asia,rialto,All,위도우메이커,DAMAGE,10.1,48.0
2026-01-24,quickplay,Asia,rialto,All,윈스턴,TANK,6.8,50.1
2026-01-24,quickplay,Asia,rialto,All,일리아리,SUPPORT,17.4,56.7
2026-01-24,quickplay,Asia,rialto,All,자리야,TANK,8.0,49.8
2026-01-24,quickplay,Asia,rialto,All,정커퀸,TANK,3.5,53.6
2026-01-24,quickplay,Asia,rialto,All,정크랫,DAMAGE,8.6,52.5
2026-01-24,quickplay,Asia,rialto,All,젠야타,SUPPORT,16.9,55.8
2026-01-24,quickplay,Asia,rialto,All,주노,SUPPORT,12.9,48.7
2026-01-24,quickplay,Asia,rialto,All,캐서디,DAMAGE,18.2,45.0
2026-01-24,quickplay,Asia,rialto,All,키리코,SUPPORT,28.0,46.0
2026-01-24,quickplay,Asia,rialto,All,토르비욘,DAMAGE,4.5,56.9
2026-01-24,quickplay,Asia,rialto,All,트레이서,DAMAGE,4.5,47.2
2026-01-24,quickplay,Asia,rialto,All,파라,DAMAGE,6.1,51.3
2026-01-24,quickplay,Asia,rialto,All,프레야,DAMAGE,8.9,45.2
2026-01-24,quickplay,Asia,rialto,All,한조,DAMAGE,11.4,51.0
2026-01-24,quickplay,Asia,rialto,All,해저드,TANK,2.4,46.9
2026-01-24,quickplay,Asia,shambali-monastery,All,D.Va,TANK,7.3,45.2
2026-01-24,quickplay,Asia,shambali-monastery,All,겐지,DAMAGE,14.0,51.0
2026-01-24,quickplay,Asia,shambali-monastery,All,둠피스트,TANK,14.1,48.9
2026-01-24,quickplay,Asia,shambali-monastery,All,라마트라,TANK,8.0,50.3
2026-01-24,quickplay,Asia,shambali-monastery,All,라이프위버,SUPPORT,8.3,47.4
2026-01-24,quickplay,Asia,shambali-monastery,All,라인하르트,TANK,8.8,53.1
2026-01-24,quickplay,Asia,shambali-monastery,All,레킹볼,TANK,3.4,49.4
2026-01-24,quickplay,Asia,shambali-monastery,All,로드호그,TANK,4.6,42.4
2026-01-24,quickplay,Asia,shambali-monastery,All,루시우,SUPPORT,4.4,48.8
2026-01-24,quickplay,Asia,shambali-monastery,All,리퍼,DAMAGE,7.7,52.0
2026-01-24,quickplay,Asia,shambali-monastery,All,마우가,TANK,3.6,44.8
2026-01-24,quickplay,Asia,shambali-monastery,All,메르시,SUPPORT,13.0,48.0
2026-01-24,quickplay,Asia,shambali-monastery,All,메이,DAMAGE,6.7,55.3
2026-01-24,quickplay,Asia,shambali-monastery,All,모이라,SUPPORT,12.2,48.4
2026-01-24,quickplay,Asia,shambali-monastery,All,바스티온,DAMAGE,13.8,50.9
2026-01-24,quickplay,Asia,shambali-monastery,All,바티스트,SUPPORT,9.8,48.6
2026-01-24,quickplay,Asia,shambali-monastery,All,벤데타,DAMAGE,11.2,54.0
2026-01-24,quickplay,Asia,shambali-monastery,All,벤처,DAMAGE,3.9,53.4
2026-01-24,quickplay,Asia,shambali-monastery,All,브리기테,SUPPORT,3.9,49.1
2026-01-24,quickplay,Asia,shambali-monastery,All,소전,DAMAGE,15.4,44.6
2026-01-24,quickplay,Asia,shambali-monastery,All,솔저: 76,DAMAGE,16.5,47.7
2026-01-24,quickplay,Asia,shambali-monastery,All,솜브라,DAMAGE,7.5,49.4
2026-01-24,quickplay,Asia,shambali-monastery,All,시그마,TANK,19.2,58.9
2026-01-24,quickplay,Asia,shambali-monastery,All,시메트라,DAMAGE,3.8,55.8
2026-01-24,quickplay,Asia,shambali-monastery,All,아나,SUPPORT,54.7,47.5
2026-01-24,quickplay,Asia,shambali-monastery,All,애쉬,DAMAGE,22.4,53.1
2026-01-24,quickplay,Asia,shambali-monastery,All,에코,DAMAGE,6.5,51.6
2026-01-24,quickplay,Asia,shambali-monastery,All,오리사,TANK,11.1,45.8
2026-01-24,quickplay,Asia,shambali-monastery,All,우양,SUPPORT,17.4,52.8
2026-01-24,quickplay,Asia,shambali-monastery,All,위도우메이커,DAMAGE,5.9,44.7
2026-01-24,quickplay,Asia,shambali-monastery,All,윈스턴,TANK,5.0,47.3
2026-01-24,quickplay,Asia,shambali-monastery,All,일리아리,SUPPORT,18.7,56.8
2026-01-24,quickplay,Asia,shambali-monastery,All,자리야,TANK,8.6,48.7
2026-01-24,quickplay,Asia,shambali-monastery,All,정커퀸,TANK,3.7,52.1
2026-01-24,quickplay,Asia,shambali-monastery,All,정크랫,DAMAGE,9.6,52.9
2026-01-24,quickplay,Asia,shambali-monastery,All,젠야타,SUPPORT,16.6,55.2
2026-01-24,quickplay,Asia,shambali-monastery,All,주노,SUPPORT,13.1,49.6
2026-01-24,quickplay,Asia,shambali-monastery,All,캐서디,DAMAGE,19.2,45.2
2026-01-24,quickplay,Asia,shambali-monastery,All,키리코,SUPPORT,28.0,46.4
2026-01-24,quickplay,Asia,shambali-monastery,All,토르비욘,DAMAGE,4.7,56.9
2026-01-24,quickplay,Asia,shambali-monastery,All,트레이서,DAMAGE,4.4,44.9
2026-01-24,quickplay,Asia,shambali-monastery,All,파라,DAMAGE,5.8,49.6
2026-01-24,quickplay,Asia,shambali-monastery,All,프레야,DAMAGE,9.5,45.7
2026-01-24,quickplay,Asia,shambali-monastery,All,한조,DAMAGE,11.5,50.1
2026-01-24,quickplay,Asia,shambali-monastery,All,해저드,TANK,2.6,46.4
2026-01-24,quickplay,Asia,route-66,All,D.Va,TANK,11.6,49.2
2026-01-24,quickplay,Asia,route-66,All,겐지,DAMAGE,14.8,51.9
2026-01-24,quickplay,Asia,route-66,All,둠피스트,TANK,13.4,51.4
2026-01-24,quickplay,Asia,route-66,All,라마트라,TANK,5.7,50.0
2026-01-24,quickplay,Asia,route-66,All,라이프위버,SUPPORT,8.9,48.4
2026-01-24,quickplay,Asia,route-66,All,라인하르트,TANK,7.7,50.2
2026-01-24,quickplay,Asia,route-66,All,레킹볼,TANK,3.7,51.1
2026-01-24,quickplay,Asia,route-66,All,로드호그,TANK,5.4,43.6
2026-01-24,quickplay,Asia,route-66,All,루시우,SUPPORT,5.1,49.9
2026-01-24,quickplay,Asia,route-66,All,리퍼,DAMAGE,8.8,52.8
2026-01-24,quickplay,Asia,route-66,All,마우가,TANK,3.7,46.2
2026-01-24,quickplay,Asia,route-66,All,메르시,SUPPORT,15.3,48.6
2026-01-24,quickplay,Asia,route-66,All,메이,DAMAGE,5.6,54.6
2026-01-24,quickplay,Asia,route-66,All,모이라,SUPPORT,13.7,47.0
2026-01-24,quickplay,Asia,route-66,All,바스티온,DAMAGE,13.2,49.4
2026-01-24,quickplay,Asia,route-66,All,바티스트,SUPPORT,9.3,48.8
2026-01-24,quickplay,Asia,route-66,All,벤데타,DAMAGE,11.0,55.4
2026-01-24,quickplay,Asia,route-66,All,벤처,DAMAGE,3.5,54.2
2026-01-24,quickplay,Asia,route-66,All,브리기테,SUPPORT,4.1,50.8
2026-01-24,quickplay,Asia,route-66,All,소전,DAMAGE,14.1,44.8
2026-01-24,quickplay,Asia,route-66,All,솔저: 76,DAMAGE,18.7,48.9
2026-01-24,quickplay,Asia,route-66,All,솜브라,DAMAGE,8.1,47.9
2026-01-24,quickplay,Asia,route-66,All,시그마,TANK,15.3,56.2
2026-01-24,quickplay,Asia,route-66,All,시메트라,DAMAGE,3.0,54.0
2026-01-24,quickplay,Asia,route-66,All,아나,SUPPORT,53.5,49.2
2026-01-24,quickplay,Asia,route-66,All,애쉬,DAMAGE,23.1,52.3
2026-01-24,quickplay,Asia,route-66,All,에코,DAMAGE,5.8,52.3
2026-01-24,quickplay,Asia,route-66,All,오리사,TANK,10.9,44.7
2026-01-24,quickplay,Asia,route-66,All,우양,SUPPORT,15.9,52.4
2026-01-24,quickplay,Asia,route-66,All,위도우메이커,DAMAGE,7.3,45.6
2026-01-24,quickplay,Asia,route-66,All,윈스턴,TANK,8.7,51.8
2026-01-24,quickplay,Asia,route-66,All,일리아리,SUPPORT,16.3,56.4
2026-01-24,quickplay,Asia,route-66,All,자리야,TANK,7.7,47.8
2026-01-24,quickplay,Asia,route-66,All,정커퀸,TANK,3.1,51.8
2026-01-24,quickplay,Asia,route-66,All,정크랫,DAMAGE,8.8,52.1
2026-01-24,quickplay,Asia,route-66,All,젠야타,SUPPORT,14.7,55.5
2026-01-24,quickplay,Asia,route-66,All,주노,SUPPORT,14.7,49.2
2026-01-24,quickplay,Asia,route-66,All,캐서디,DAMAGE,20.1,45.5
2026-01-24,quickplay,Asia,route-66,All,키리코,SUPPORT,28.6,45.7
2026-01-24,quickplay,Asia,route-66,All,토르비욘,DAMAGE,4.8,54.9
2026-01-24,quickplay,Asia,route-66,All,트레이서,DAMAGE,4.8,46.6
2026-01-24,quickplay,Asia,route-66,All,파라,DAMAGE,5.5,49.8
2026-01-24,quickplay,Asia,route-66,All,프레야,DAMAGE,9.1,47.3
2026-01-24,quickplay,Asia,route-66,All,한조,DAMAGE,10.0,49.9
2026-01-24,quickplay,Asia,route-66,All,해저드,TANK,3.0,49.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,D.Va,TANK,17.3,49.9
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,겐지,DAMAGE,17.0,51.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,둠피스트,TANK,14.6,50.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,라마트라,TANK,4.5,48.7
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,라이프위버,SUPPORT,9.8,48.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,라인하르트,TANK,6.1,48.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,레킹볼,TANK,3.9,51.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,로드호그,TANK,4.8,42.9
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,루시우,SUPPORT,4.9,49.2
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,리퍼,DAMAGE,9.9,51.6
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,마우가,TANK,3.2,46.6
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,메르시,SUPPORT,16.3,46.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,메이,DAMAGE,4.7,52.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,모이라,SUPPORT,13.4,48.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,바스티온,DAMAGE,11.6,48.6
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,바티스트,SUPPORT,9.6,48.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,벤데타,DAMAGE,11.7,54.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,벤처,DAMAGE,3.2,52.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,브리기테,SUPPORT,4.6,51.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,소전,DAMAGE,12.3,44.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,솔저: 76,DAMAGE,19.3,49.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,솜브라,DAMAGE,8.7,46.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,시그마,TANK,10.5,54.9
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,시메트라,DAMAGE,3.3,51.7
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,아나,SUPPORT,51.6,49.4
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,애쉬,DAMAGE,23.0,55.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,에코,DAMAGE,7.2,51.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,오리사,TANK,9.3,45.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,우양,SUPPORT,14.6,53.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,위도우메이커,DAMAGE,8.0,47.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,윈스턴,TANK,14.2,54.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,일리아리,SUPPORT,14.6,57.5
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,자리야,TANK,5.9,48.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,정커퀸,TANK,2.2,51.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,정크랫,DAMAGE,8.0,51.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,젠야타,SUPPORT,12.5,54.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,주노,SUPPORT,14.5,49.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,캐서디,DAMAGE,18.4,46.0
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,키리코,SUPPORT,33.7,46.8
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,토르비욘,DAMAGE,4.7,56.3
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,트레이서,DAMAGE,5.4,46.2
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,파라,DAMAGE,5.6,51.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,프레야,DAMAGE,9.0,47.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,한조,DAMAGE,9.3,50.1
2026-01-24,quickplay,Asia,watchpoint-gibraltar,All,해저드,TANK,3.3,48.7
2026-01-24,quickplay,Asia,circuit-royal,All,D.Va,TANK,6.5,43.2
2026-01-24,quickplay,Asia,circuit-royal,All,겐지,DAMAGE,13.0,50.2
2026-01-24,quickplay,Asia,circuit-royal,All,둠피스트,TANK,12.4,49.4
2026-01-24,quickplay,Asia,circuit-royal,All,라마트라,TANK,7.2,47.6
2026-01-24,quickplay,Asia,circuit-royal,All,라이프위버,SUPPORT,9.1,46.4
2026-01-24,quickplay,Asia,circuit-royal,All,라인하르트,TANK,8.7,50.3
2026-01-24,quickplay,Asia,circuit-royal,All,레킹볼,TANK,3.4,47.8
2026-01-24,quickplay,Asia,circuit-royal,All,로드호그,TANK,3.7,37.5
2026-01-24,quickplay,Asia,circuit-royal,All,루시우,SUPPORT,3.6,46.7
2026-01-24,quickplay,Asia,circuit-royal,All,리퍼,DAMAGE,6.4,50.6
2026-01-24,quickplay,Asia,circuit-royal,All,마우가,TANK,3.3,46.3
2026-01-24,quickplay,Asia,circuit-royal,All,메르시,SUPPORT,13.4,48.5
2026-01-24,quickplay,Asia,circuit-royal,All,메이,DAMAGE,6.5,55.8
2026-01-24,quickplay,Asia,circuit-royal,All,모이라,SUPPORT,10.5,48.7
2026-01-24,quickplay,Asia,circuit-royal,All,바스티온,DAMAGE,13.8,51.4
2026-01-24,quickplay,Asia,circuit-royal,All,바티스트,SUPPORT,10.8,48.5
2026-01-24,quickplay,Asia,circuit-royal,All,벤데타,DAMAGE,9.4,52.7
2026-01-24,quickplay,Asia,circuit-royal,All,벤처,DAMAGE,3.0,51.4
2026-01-24,quickplay,Asia,circuit-royal,All,브리기테,SUPPORT,2.8,46.7
2026-01-24,quickplay,Asia,circuit-royal,All,소전,DAMAGE,16.3,46.4
2026-01-24,quickplay,Asia,circuit-royal,All,솔저: 76,DAMAGE,15.9,48.2
2026-01-24,quickplay,Asia,circuit-royal,All,솜브라,DAMAGE,7.0,47.3
2026-01-24,quickplay,Asia,circuit-royal,All,시그마,TANK,27.7,61.4
2026-01-24,quickplay,Asia,circuit-royal,All,시메트라,DAMAGE,3.3,54.5
