date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-01-29,quickplay,Europe,hanaoka,All,한조,DAMAGE,12.3,48.0
2026-01-29,quickplay,Europe,hanaoka,All,해저드,TANK,3.7,48.2
2026-01-29,quickplay,Europe,nepal,All,D.Va,TANK,9.8,46.8
2026-01-29,quickplay,Europe,nepal,All,겐지,DAMAGE,13.5,50.4
2026-01-29,quickplay,Europe,nepal,All,둠피스트,TANK,13.3,49.8
2026-01-29,quickplay,Europe,nepal,All,라마트라,TANK,7.5,50.3
2026-01-29,quickplay,Europe,nepal,All,라이프위버,SUPPORT,13.0,46.1
2026-01-29,quickplay,Europe,nepal,All,라인하르트,TANK,13.8,54.8
2026-01-29,quickplay,Europe,nepal,All,레킹볼,TANK,3.7,46.3
2026-01-29,quickplay,Europe,nepal,All,로드호그,TANK,9.9,47.4
2026-01-29,quickplay,Europe,nepal,All,루시우,SUPPORT,13.4,53.9
2026-01-29,quickplay,Europe,nepal,All,리퍼,DAMAGE,10.5,53.3
2026-01-29,quickplay,Europe,nepal,All,마우가,TANK,5.0,50.2
2026-01-29,quickplay,Europe,nepal,All,메르시,SUPPORT,30.3,49.0
2026-01-29,quickplay,Europe,nepal,All,메이,DAMAGE,6.8,53.2
2026-01-29,quickplay,Europe,nepal,All,모이라,SUPPORT,25.0,50.5
2026-01-29,quickplay,Europe,nepal,All,바스티온,DAMAGE,14.7,50.4
2026-01-29,quickplay,Europe,nepal,All,바티스트,SUPPORT,7.7,47.1
2026-01-29,quickplay,Europe,nepal,All,벤데타,DAMAGE,14.4,53.9
2026-01-29,quickplay,Europe,nepal,All,벤처,DAMAGE,4.6,52.5
2026-01-29,quickplay,Europe,nepal,All,브리기테,SUPPORT,7.6,53.7
2026-01-29,quickplay,Europe,nepal,All,소전,DAMAGE,11.2,46.0
2026-01-29,quickplay,Europe,nepal,All,솔저: 76,DAMAGE,16.5,48.9
2026-01-29,quickplay,Europe,nepal,All,솜브라,DAMAGE,7.5,47.1
2026-01-29,quickplay,Europe,nepal,All,시그마,TANK,7.8,52.8
2026-01-29,quickplay,Europe,nepal,All,시메트라,DAMAGE,4.8,58.3
2026-01-29,quickplay,Europe,nepal,All,아나,SUPPORT,29.8,47.2
