date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-01-29,quickplay,Americas,oasis,All,메이,DAMAGE,8.4,52.3
2026-01-29,quickplay,Americas,oasis,All,모이라,SUPPORT,26.8,50.7
2026-01-29,quickplay,Americas,oasis,All,바스티온,DAMAGE,16.6,50.9
2026-01-29,quickplay,Americas,oasis,All,바티스트,SUPPORT,8.5,47.7
2026-01-29,quickplay,Americas,oasis,All,벤데타,DAMAGE,16.2,54.0
2026-01-29,quickplay,Americas,oasis,All,벤처,DAMAGE,4.7,51.0
2026-01-29,quickplay,Americas,oasis,All,브리기테,SUPPORT,8.6,53.1
2026-01-29,quickplay,Americas,oasis,All,소전,DAMAGE,11.2,45.5
2026-01-29,quickplay,Americas,oasis,All,솔저: 76,DAMAGE,16.4,49.9
2026-01-29,quickplay,Americas,oasis,All,솜브라,DAMAGE,8.2,47.9
2026-01-29,quickplay,Americas,oasis,All,시그마,TANK,8.2,52.8
2026-01-29,quickplay,Americas,oasis,All,시메트라,DAMAGE,4.5,55.4
2026-01-29,quickplay,Americas,oasis,All,아나,SUPPORT,26.8,47.2
2026-01-29,quickplay,Americas,oasis,All,애쉬,DAMAGE,13.2,48.8
2026-01-29,quickplay,Americas,oasis,All,에코,DAMAGE,7.3,49.0
2026-01-29,quickplay,Americas,oasis,All,오리사,TANK,10.7,46.1
2026-01-29,quickplay,Americas,oasis,All,우양,SUPPORT,10.2,51.0
2026-01-29,quickplay,Americas,oasis,All,위도우메이커,DAMAGE,4.0,42.1
2026-01-29,quickplay,Americas,oasis,All,윈스턴,TANK,3.7,50.2
2026-01-29,quickplay,Americas,oasis,All,일리아리,SUPPORT,9.7,54.9
2026-01-29,quickplay,Americas,oasis,All,자리야,TANK,6.2,50.0
2026-01-29,quickplay,Americas,oasis,All,정커퀸,TANK,7.4,55.8
2026-01-29,quickplay,Americas,oasis,All,정크랫,DAMAGE,13.1,50.9
2026-01-29,quickplay,Americas,oasis,All,젠야타,SUPPORT,13.4,54.0
2026-01-29,quickplay,Americas,oasis,All,주노,SUPPORT,21.1,50.2
2026-01-29,quickplay,Americas,oasis,All,캐서디,DAMAGE,20.4,48.4
2026-01-29,quickplay,Americas,oasis,All,키리코,SUPPORT,21.5,46.5
2026-01-29,quickplay,Americas,oasis,All,토르비욘,DAMAGE,5.2,55.6
2026-01-29,quickplay,Americas,oasis,All,트레이서,DAMAGE,5.3,47.2
2026-01-29,quickplay,Americas,oasis,All,파라,DAMAGE,5.4,52.1
2026-01-29,quickplay,Americas,oasis,All,프레야,DAMAGE,6.7,45.4
2026-01-29,quickplay,Americas,oasis,All,한조,DAMAGE,9.4,49.5
2026-01-29,quickplay,Americas,oasis,All,해저드,TANK,3.5,49.4
2026-01-29,quickplay,Americas,ilios,All,D.Va,TANK,10.8,48.9
2026-01-29,quickplay,Americas,ilios,All,겐지,DAMAGE,11.4,50.1
2026-01-29,quickplay,Americas,ilios,All,둠피스트,TANK,10.6,48.9
2026-01-29,quickplay,Americas,ilios,All,라마트라,TANK,7.1,49.4
2026-01-29,quickplay,Americas,ilios,All,라이프위버,SUPPORT,15.5,46.1
2026-01-29,quickplay,Americas,ilios,All,라인하르트,TANK,10.7,54.1
2026-01-29,quickplay,Americas,ilios,All,레킹볼,TANK,3.5,47.1
2026-01-29,quickplay,Americas,ilios,All,로드호그,TANK,15.4,49.2
2026-01-29,quickplay,Americas,ilios,All,루시우,SUPPORT,24.9,57.4
2026-01-29,quickplay,Americas,ilios,All,리퍼,DAMAGE,12.0,53.4
2026-01-29,quickplay,Americas,ilios,All,마우가,TANK,4.8,50.0
2026-01-29,quickplay,Americas,ilios,All,메르시,SUPPORT,28.1,49.9
2026-01-29,quickplay,Americas,ilios,All,메이,DAMAGE,7.5,50.9
2026-01-29,quickplay,Americas,ilios,All,모이라,SUPPORT,24.4,48.9
2026-01-29,quickplay,Americas,ilios,All,바스티온,DAMAGE,15.4,49.3
2026-01-29,quickplay,Americas,ilios,All,바티스트,SUPPORT,7.2,45.7
2026-01-29,quickplay,Americas,ilios,All,벤데타,DAMAGE,16.1,54.7
2026-01-29,quickplay,Americas,ilios,All,벤처,DAMAGE,6.1,51.9
2026-01-29,quickplay,Americas,ilios,All,브리기테,SUPPORT,9.1,53.6
2026-01-29,quickplay,Americas,ilios,All,소전,DAMAGE,9.9,45.2
2026-01-29,quickplay,Americas,ilios,All,솔저: 76,DAMAGE,14.9,48.1
2026-01-29,quickplay,Americas,ilios,All,솜브라,DAMAGE,7.8,47.3
2026-01-29,quickplay,Americas,ilios,All,시그마,TANK,6.8,51.3
2026-01-29,quickplay,Americas,ilios,All,시메트라,DAMAGE,4.8,56.3
2026-01-29,quickplay,Americas,ilios,All,아나,SUPPORT,22.7,45.9
2026-01-29,quickplay,Americas,ilios,All,애쉬,DAMAGE,13.3,48.1
2026-01-29,quickplay,Americas,ilios,All,에코,DAMAGE,8.4,51.1
2026-01-29,quickplay,Americas,ilios,All,오리사,TANK,12.4,47.9
2026-01-29,quickplay,Americas,ilios,All,우양,SUPPORT,8.9,49.9
2026-01-29,quickplay,Americas,ilios,All,위도우메이커,DAMAGE,5.6,43.6
2026-01-29,quickplay,Americas,ilios,All,윈스턴,TANK,3.7,50.2
2026-01-29,quickplay,Americas,ilios,All,일리아리,SUPPORT,8.8,53.9
2026-01-29,quickplay,Americas,ilios,All,자리야,TANK,4.6,47.8
2026-01-29,quickplay,Americas,ilios,All,정커퀸,TANK,6.3,54.2
2026-01-29,quickplay,Americas,ilios,All,정크랫,DAMAGE,14.3,52.5
2026-01-29,quickplay,Americas,ilios,All,젠야타,SUPPORT,11.7,53.3
2026-01-29,quickplay,Americas,ilios,All,주노,SUPPORT,19.8,50.4
2026-01-29,quickplay,Americas,ilios,All,캐서디,DAMAGE,17.8,46.7
2026-01-29,quickplay,Americas,ilios,All,키리코,SUPPORT,19.1,45.7
2026-01-29,quickplay,Americas,ilios,All,토르비욘,DAMAGE,4.9,55.0
2026-01-29,quickplay,Americas,ilios,All,트레이서,DAMAGE,4.7,46.8
2026-01-29,quickplay,Americas,ilios,All,파라,DAMAGE,9.8,55.7
2026-01-29,quickplay,Americas,ilios,All,프레야,DAMAGE,6.7,44.7
2026-01-29,quickplay,Americas,ilios,All,한조,DAMAGE,8.6,48.1
2026-01-29,quickplay,Americas,ilios,All,해저드,TANK,3.4,51.3
2026-01-29,quickplay,Americas,route-66,All,D.Va,TANK,11.7,47.9
2026-01-29,quickplay,Americas,route-66,All,겐지,DAMAGE,10.5,50.6
2026-01-29,quickplay,Americas,route-66,All,둠피스트,TANK,9.1,49.9
2026-01-29,quickplay,Americas,route-66,All,라마트라,TANK,9.8,50.4
2026-01-29,quickplay,Americas,route-66,All,라이프위버,SUPPORT,13.8,47.9
2026-01-29,quickplay,Americas,route-66,All,라인하르트,TANK,13.0,53.4
2026-01-29,quickplay,Americas,route-66,All,레킹볼,TANK,3.3,52.7
2026-01-29,quickplay,Americas,route-66,All,로드호그,TANK,6.9,44.2
2026-01-29,quickplay,Americas,route-66,All,루시우,SUPPORT,8.6,52.2
2026-01-29,quickplay,Americas,route-66,All,리퍼,DAMAGE,9.1,52.7
2026-01-29,quickplay,Americas,route-66,All,마우가,TANK,5.3,49.2
2026-01-29,quickplay,Americas,route-66,All,메르시,SUPPORT,31.7,49.8
2026-01-29,quickplay,Americas,route-66,All,메이,DAMAGE,7.3,55.2
2026-01-29,quickplay,Americas,route-66,All,모이라,SUPPORT,21.5,48.2
2026-01-29,quickplay,Americas,route-66,All,바스티온,DAMAGE,17.2,49.0
2026-01-29,quickplay,Americas,route-66,All,바티스트,SUPPORT,8.4,47.5
2026-01-29,quickplay,Americas,route-66,All,벤데타,DAMAGE,13.2,55.5
2026-01-29,quickplay,Americas,route-66,All,벤처,DAMAGE,3.6,53.7
2026-01-29,quickplay,Americas,route-66,All,브리기테,SUPPORT,5.9,53.6
2026-01-29,quickplay,Americas,route-66,All,소전,DAMAGE,11.0,44.9
2026-01-29,quickplay,Americas,route-66,All,솔저: 76,DAMAGE,16.3,49.2
2026-01-29,quickplay,Americas,route-66,All,솜브라,DAMAGE,7.1,47.2
2026-01-29,quickplay,Americas,route-66,All,시그마,TANK,11.8,54.4
2026-01-29,quickplay,Americas,route-66,All,시메트라,DAMAGE,3.2,52.1
2026-01-29,quickplay,Americas,route-66,All,아나,SUPPORT,32.2,48.4
2026-01-29,quickplay,Americas,route-66,All,애쉬,DAMAGE,20.6,51.6
2026-01-29,quickplay,Americas,route-66,All,에코,DAMAGE,7.0,50.5
2026-01-29,quickplay,Americas,route-66,All,오리사,TANK,11.1,46.4
2026-01-29,quickplay,Americas,route-66,All,우양,SUPPORT,10.3,51.1
2026-01-29,quickplay,Americas,route-66,All,위도우메이커,DAMAGE,11.4,45.6
2026-01-29,quickplay,Americas,route-66,All,윈스턴,TANK,3.9,49.7
2026-01-29,quickplay,Americas,route-66,All,일리아리,SUPPORT,11.3,54.4
2026-01-29,quickplay,Americas,route-66,All,자리야,TANK,5.0,47.0
2026-01-29,quickplay,Americas,route-66,All,정커퀸,TANK,5.9,53.9
2026-01-29,quickplay,Americas,route-66,All,정크랫,DAMAGE,12.8,52.3
2026-01-29,quickplay,Americas,route-66,All,젠야타,SUPPORT,14.4,56.4
2026-01-29,quickplay,Americas,route-66,All,주노,SUPPORT,21.2,50.3
2026-01-29,quickplay,Americas,route-66,All,캐서디,DAMAGE,16.9,47.3
2026-01-29,quickplay,Americas,route-66,All,키리코,SUPPORT,20.7,46.0
2026-01-29,quickplay,Americas,route-66,All,토르비욘,DAMAGE,5.6,55.1
2026-01-29,quickplay,Americas,route-66,All,트레이서,DAMAGE,3.4,46.1
2026-01-29,quickplay,Americas,route-66,All,파라,DAMAGE,4.8,50.5
2026-01-29,quickplay,Americas,route-66,All,프레야,DAMAGE,7.7,44.8
2026-01-29,quickplay,Americas,route-66,All,한조,DAMAGE,11.4,49.4
2026-01-29,quickplay,Americas,route-66,All,해저드,TANK,3.2,49.4
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,D.Va,TANK,13.5,48.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,겐지,DAMAGE,11.4,51.3
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,둠피스트,TANK,9.6,50.4
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,라마트라,TANK,8.8,50.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,라이프위버,SUPPORT,14.7,48.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,라인하르트,TANK,11.2,52.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,레킹볼,TANK,3.7,50.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,로드호그,TANK,6.5,43.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,루시우,SUPPORT,8.5,51.0
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,리퍼,DAMAGE,9.5,52.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,마우가,TANK,5.1,50.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,메르시,SUPPORT,31.9,49.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,메이,DAMAGE,6.8,53.3
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,모이라,SUPPORT,21.3,47.9
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,바스티온,DAMAGE,16.6,49.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,바티스트,SUPPORT,8.6,48.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,벤데타,DAMAGE,13.8,55.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,벤처,DAMAGE,3.5,50.8
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,브리기테,SUPPORT,5.9,53.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,소전,DAMAGE,10.4,43.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,솔저: 76,DAMAGE,16.6,48.8
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,솜브라,DAMAGE,7.5,46.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,시그마,TANK,10.6,54.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,시메트라,DAMAGE,3.3,52.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,아나,SUPPORT,31.5,48.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,애쉬,DAMAGE,20.2,52.9
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,에코,DAMAGE,7.8,50.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,오리사,TANK,10.4,45.2
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,우양,SUPPORT,9.9,51.2
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,위도우메이커,DAMAGE,12.4,46.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,윈스턴,TANK,7.3,53.3
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,일리아리,SUPPORT,11.1,54.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,자리야,TANK,4.5,47.5
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,정커퀸,TANK,5.1,53.6
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,정크랫,DAMAGE,12.1,52.0
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,젠야타,SUPPORT,13.7,56.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,주노,SUPPORT,21.5,50.4
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,캐서디,DAMAGE,15.7,47.2
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,키리코,SUPPORT,21.4,47.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,토르비욘,DAMAGE,5.5,56.1
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,트레이서,DAMAGE,3.5,44.7
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,파라,DAMAGE,4.9,50.9
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,프레야,DAMAGE,7.6,44.3
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,한조,DAMAGE,11.0,48.9
2026-01-29,quickplay,Americas,watchpoint-gibraltar,All,해저드,TANK,3.5,48.6
2026-01-29,quickplay,Americas,dorado,All,D.Va,TANK,12.2,47.8
2026-01-29,quickplay,Americas,dorado,All,겐지,DAMAGE,11.5,51.3
2026-01-29,quickplay,Americas,dorado,All,둠피스트,TANK,9.7,50.8
2026-01-29,quickplay,Americas,dorado,All,라마트라,TANK,9.2,49.5
2026-01-29,quickplay,Americas,dorado,All,라이프위버,SUPPORT,14.0,47.9
2026-01-29,quickplay,Americas,dorado,All,라인하르트,TANK,12.9,54.4
2026-01-29,quickplay,Americas,dorado,All,레킹볼,TANK,3.4,52.7
2026-01-29,quickplay,Americas,dorado,All,로드호그,TANK,6.8,43.2
2026-01-29,quickplay,Americas,dorado,All,루시우,SUPPORT,8.5,52.3
2026-01-29,quickplay,Americas,dorado,All,리퍼,DAMAGE,10.3,53.0
2026-01-29,quickplay,Americas,dorado,All,마우가,TANK,5.0,50.0
2026-01-29,quickplay,Americas,dorado,All,메르시,SUPPORT,31.8,50.3
2026-01-29,quickplay,Americas,dorado,All,메이,DAMAGE,7.4,53.8
2026-01-29,quickplay,Americas,dorado,All,모이라,SUPPORT,22.5,49.0
2026-01-29,quickplay,Americas,dorado,All,바스티온,DAMAGE,16.7,49.0
2026-01-29,quickplay,Americas,dorado,All,바티스트,SUPPORT,8.8,47.1
2026-01-29,quickplay,Americas,dorado,All,벤데타,DAMAGE,14.7,55.7
2026-01-29,quickplay,Americas,dorado,All,벤처,DAMAGE,3.9,52.6
2026-01-29,quickplay,Americas,dorado,All,브리기테,SUPPORT,6.7,53.6
2026-01-29,quickplay,Americas,dorado,All,소전,DAMAGE,10.5,43.8
2026-01-29,quickplay,Americas,dorado,All,솔저: 76,DAMAGE,15.8,48.3
2026-01-29,quickplay,Americas,dorado,All,솜브라,DAMAGE,7.4,47.6
2026-01-29,quickplay,Americas,dorado,All,시그마,TANK,10.7,52.9
2026-01-29,quickplay,Americas,dorado,All,시메트라,DAMAGE,3.9,53.3
2026-01-29,quickplay,Americas,dorado,All,아나,SUPPORT,30.1,47.8
2026-01-29,quickplay,Americas,dorado,All,애쉬,DAMAGE,18.1,51.9
2026-01-29,quickplay,Americas,dorado,All,에코,DAMAGE,8.0,50.8
2026-01-29,quickplay,Americas,dorado,All,오리사,TANK,10.5,45.6
2026-01-29,quickplay,Americas,dorado,All,우양,SUPPORT,10.3,51.6
2026-01-29,quickplay,Americas,dorado,All,위도우메이커,DAMAGE,8.4,45.6
2026-01-29,quickplay,Americas,dorado,All,윈스턴,TANK,5.0,51.7
2026-01-29,quickplay,Americas,dorado,All,일리아리,SUPPORT,11.5,54.4
2026-01-29,quickplay,Americas,dorado,All,자리야,TANK,4.9,47.4
2026-01-29,quickplay,Americas,dorado,All,정커퀸,TANK,5.9,54.9
2026-01-29,quickplay,Americas,dorado,All,정크랫,DAMAGE,14.0,52.3
2026-01-29,quickplay,Americas,dorado,All,젠야타,SUPPORT,13.9,56.1
2026-01-29,quickplay,Americas,dorado,All,주노,SUPPORT,20.7,50.1
2026-01-29,quickplay,Americas,dorado,All,캐서디,DAMAGE,16.9,45.7
2026-01-29,quickplay,Americas,dorado,All,키리코,SUPPORT,21.1,45.9
2026-01-29,quickplay,Americas,dorado,All,토르비욘,DAMAGE,5.6,54.4
2026-01-29,quickplay,Americas,dorado,All,트레이서,DAMAGE,3.5,46.3
2026-01-29,quickplay,Americas,dorado,All,파라,DAMAGE,5.3,51.6
2026-01-29,quickplay,Americas,dorado,All,프레야,DAMAGE,7.5,44.9
2026-01-29,quickplay,Americas,dorado,All,한조,DAMAGE,10.6,49.9
2026-01-29,quickplay,Americas,dorado,All,해저드,TANK,3.6,49.2
2026-01-29,quickplay,Americas,rialto,All,D.Va,TANK,10.3,46.5
2026-01-29,quickplay,Americas,rialto,All,겐지,DAMAGE,10.9,50.3
2026-01-29,quickplay,Americas,rialto,All,둠피스트,TANK,10.3,49.9
2026-01-29,quickplay,Americas,rialto,All,라마트라,TANK,8.9,49.7
2026-01-29,quickplay,Americas,rialto,All,라이프위버,SUPPORT,14.2,46.9
2026-01-29,quickplay,Americas,rialto,All,라인하르트,TANK,13.2,55.1
2026-01-29,quickplay,Americas,rialto,All,레킹볼,TANK,3.2,50.2
2026-01-29,quickplay,Americas,rialto,All,로드호그,TANK,9.8,45.9
2026-01-29,quickplay,Americas,rialto,All,루시우,SUPPORT,11.2,52.9
2026-01-29,quickplay,Americas,rialto,All,리퍼,DAMAGE,8.2,53.0
2026-01-29,quickplay,Americas,rialto,All,마우가,TANK,4.9,49.3
2026-01-29,quickplay,Americas,rialto,All,메르시,SUPPORT,30.3,49.1
2026-01-29,quickplay,Americas,rialto,All,메이,DAMAGE,7.2,55.5
2026-01-29,quickplay,Americas,rialto,All,모이라,SUPPORT,19.3,48.5
2026-01-29,quickplay,Americas,rialto,All,바스티온,DAMAGE,16.7,50.3
2026-01-29,quickplay,Americas,rialto,All,바티스트,SUPPORT,7.9,47.4
2026-01-29,quickplay,Americas,rialto,All,벤데타,DAMAGE,13.4,54.6
2026-01-29,quickplay,Americas,rialto,All,벤처,DAMAGE,3.9,53.4
2026-01-29,quickplay,Americas,rialto,All,브리기테,SUPPORT,6.1,54.1
2026-01-29,quickplay,Americas,rialto,All,소전,DAMAGE,10.9,44.8
2026-01-29,quickplay,Americas,rialto,All,솔저: 76,DAMAGE,15.1,48.0
2026-01-29,quickplay,Americas,rialto,All,솜브라,DAMAGE,6.6,46.9
2026-01-29,quickplay,Americas,rialto,All,시그마,TANK,11.4,55.1
2026-01-29,quickplay,Americas,rialto,All,시메트라,DAMAGE,3.3,52.5
2026-01-29,quickplay,Americas,rialto,All,아나,SUPPORT,35.1,48.5
2026-01-29,quickplay,Americas,rialto,All,애쉬,DAMAGE,20.4,51.9
2026-01-29,quickplay,Americas,rialto,All,에코,DAMAGE,7.2,49.8
2026-01-29,quickplay,Americas,rialto,All,오리사,TANK,11.1,46.3
2026-01-29,quickplay,Americas,rialto,All,우양,SUPPORT,10.2,51.6
2026-01-29,quickplay,Americas,rialto,All,위도우메이커,DAMAGE,13.4,45.1
2026-01-29,quickplay,Americas,rialto,All,윈스턴,TANK,3.2,48.4
2026-01-29,quickplay,Americas,rialto,All,일리아리,SUPPORT,11.5,54.5
2026-01-29,quickplay,Americas,rialto,All,자리야,TANK,5.0,48.7
2026-01-29,quickplay,Americas,rialto,All,정커퀸,TANK,5.7,54.0
2026-01-29,quickplay,Americas,rialto,All,정크랫,DAMAGE,13.0,52.5
2026-01-29,quickplay,Americas,rialto,All,젠야타,SUPPORT,14.4,57.3
2026-01-29,quickplay,Americas,rialto,All,주노,SUPPORT,19.8,49.4
2026-01-29,quickplay,Americas,rialto,All,캐서디,DAMAGE,15.7,46.3
2026-01-29,quickplay,Americas,rialto,All,키리코,SUPPORT,20.1,46.3
2026-01-29,quickplay,Americas,rialto,All,토르비욘,DAMAGE,5.4,55.8
2026-01-29,quickplay,Americas,rialto,All,트레이서,DAMAGE,3.2,45.4
2026-01-29,quickplay,Americas,rialto,All,파라,DAMAGE,5.6,52.0
2026-01-29,quickplay,Americas,rialto,All,프레야,DAMAGE,7.5,43.9
2026-01-29,quickplay,Americas,rialto,All,한조,DAMAGE,12.3,51.3
2026-01-29,quickplay,Americas,rialto,All,해저드,TANK,3.1,47.2
2026-01-29,quickplay,Americas,shambali-monastery,All,D.Va,TANK,10.3,47.6
2026-01-29,quickplay,Americas,shambali-monastery,All,겐지,DAMAGE,10.8,51.0
2026-01-29,quickplay,Americas,shambali-monastery,All,둠피스트,TANK,9.6,49.3
2026-01-29,quickplay,Americas,shambali-monastery,All,라마트라,TANK,10.7,50.2
2026-01-29,quickplay,Americas,shambali-monastery,All,라이프위버,SUPPORT,13.9,47.1
2026-01-29,quickplay,Americas,shambali-monastery,All,라인하르트,TANK,13.4,56.0
2026-01-29,quickplay,Americas,shambali-monastery,All,레킹볼,TANK,3.3,50.4
2026-01-29,quickplay,Americas,shambali-monastery,All,로드호그,TANK,6.4,42.7
2026-01-29,quickplay,Americas,shambali-monastery,All,루시우,SUPPORT,8.0,52.0
2026-01-29,quickplay,Americas,shambali-monastery,All,리퍼,DAMAGE,8.7,51.1
2026-01-29,quickplay,Americas,shambali-monastery,All,마우가,TANK,5.0,48.3
2026-01-29,quickplay,Americas,shambali-monastery,All,메르시,SUPPORT,31.0,50.3
2026-01-29,quickplay,Americas,shambali-monastery,All,메이,DAMAGE,7.7,54.8
2026-01-29,quickplay,Americas,shambali-monastery,All,모이라,SUPPORT,20.6,47.9
2026-01-29,quickplay,Americas,shambali-monastery,All,바스티온,DAMAGE,17.2,50.6
2026-01-29,quickplay,Americas,shambali-monastery,All,바티스트,SUPPORT,8.3,47.8
2026-01-29,quickplay,Americas,shambali-monastery,All,벤데타,DAMAGE,13.8,54.6
2026-01-29,quickplay,Americas,shambali-monastery,All,벤처,DAMAGE,3.8,52.7
2026-01-29,quickplay,Americas,shambali-monastery,All,브리기테,SUPPORT,6.1,52.9
2026-01-29,quickplay,Americas,shambali-monastery,All,소전,DAMAGE,11.5,45.0
2026-01-29,quickplay,Americas,shambali-monastery,All,솔저: 76,DAMAGE,15.4,48.0
2026-01-29,quickplay,Americas,shambali-monastery,All,솜브라,DAMAGE,7.0,47.6
2026-01-29,quickplay,Americas,shambali-monastery,All,시그마,TANK,12.8,55.1
2026-01-29,quickplay,Americas,shambali-monastery,All,시메트라,DAMAGE,3.7,53.2
2026-01-29,quickplay,Americas,shambali-monastery,All,아나,SUPPORT,33.3,47.8
2026-01-29,quickplay,Americas,shambali-monastery,All,애쉬,DAMAGE,19.4,51.8
2026-01-29,quickplay,Americas,shambali-monastery,All,에코,DAMAGE,7.3,49.8
2026-01-29,quickplay,Americas,shambali-monastery,All,오리사,TANK,10.6,44.3
2026-01-29,quickplay,Americas,shambali-monastery,All,우양,SUPPORT,10.7,50.7
2026-01-29,quickplay,Americas,shambali-monastery,All,위도우메이커,DAMAGE,9.8,44.9
2026-01-29,quickplay,Americas,shambali-monastery,All,윈스턴,TANK,3.2,47.4
2026-01-29,quickplay,Americas,shambali-monastery,All,일리아리,SUPPORT,12.0,55.6
2026-01-29,quickplay,Americas,shambali-monastery,All,자리야,TANK,5.3,48.4
2026-01-29,quickplay,Americas,shambali-monastery,All,정커퀸,TANK,6.1,56.1
2026-01-29,quickplay,Americas,shambali-monastery,All,정크랫,DAMAGE,13.7,52.6
2026-01-29,quickplay,Americas,shambali-monastery,All,젠야타,SUPPORT,14.9,56.4
2026-01-29,quickplay,Americas,shambali-monastery,All,주노,SUPPORT,20.7,50.6
2026-01-29,quickplay,Americas,shambali-monastery,All,캐서디,DAMAGE,16.2,46.7
2026-01-29,quickplay,Americas,shambali-monastery,All,키리코,SUPPORT,20.4,46.3
2026-01-29,quickplay,Americas,shambali-monastery,All,토르비욘,DAMAGE,5.7,56.1
2026-01-29,quickplay,Americas,shambali-monastery,All,트레이서,DAMAGE,3.6,45.5
2026-01-29,quickplay,Americas,shambali-monastery,All,파라,DAMAGE,4.9,51.0
2026-01-29,quickplay,Americas,shambali-monastery,All,프레야,DAMAGE,7.7,43.7
2026-01-29,quickplay,Americas,shambali-monastery,All,한조,DAMAGE,12.2,50.8
2026-01-29,quickplay,Americas,shambali-monastery,All,해저드,TANK,3.2,45.8
2026-01-29,quickplay,Americas,circuit-royal,All,D.Va,TANK,10.4,46.0
2026-01-29,quickplay,Americas,circuit-royal,All,겐지,DAMAGE,10.3,50.1
2026-01-29,quickplay,Americas,circuit-royal,All,둠피스트,TANK,9.2,49.3
2026-01-29,quickplay,Americas,circuit-royal,All,라마트라,TANK,9.9,49.7
2026-01-29,quickplay,Americas,circuit-royal,All,라이프위버,SUPPORT,14.5,47.5
2026-01-29,quickplay,Americas,circuit-royal,All,라인하르트,TANK,13.3,54.9
2026-01-29,quickplay,Americas,circuit-royal,All,레킹볼,TANK,3.3,48.8
2026-01-29,quickplay,Americas,circuit-royal,All,로드호그,TANK,5.9,40.7
2026-01-29,quickplay,Americas,circuit-royal,All,루시우,SUPPORT,7.4,51.2
2026-01-29,quickplay,Americas,circuit-royal,All,리퍼,DAMAGE,7.6,51.9
2026-01-29,quickplay,Americas,circuit-royal,All,마우가,TANK,4.9,48.3
2026-01-29,quickplay,Americas,circuit-royal,All,메르시,SUPPORT,31.2,50.2
2026-01-29,quickplay,Americas,circuit-royal,All,메이,DAMAGE,7.3,53.8
2026-01-29,quickplay,Americas,circuit-royal,All,모이라,SUPPORT,19.2,48.6
2026-01-29,quickplay,Americas,circuit-royal,All,바스티온,DAMAGE,17.3,51.4
2026-01-29,quickplay,Americas,circuit-royal,All,바티스트,SUPPORT,8.3,47.6
2026-01-29,quickplay,Americas,circuit-royal,All,벤데타,DAMAGE,12.4,54.6
2026-01-29,quickplay,Americas,circuit-royal,All,벤처,DAMAGE,3.3,51.9
2026-01-29,quickplay,Americas,circuit-royal,All,브리기테,SUPPORT,5.1,51.2
2026-01-29,quickplay,Americas,circuit-royal,All,소전,DAMAGE,11.7,46.1
2026-01-29,quickplay,Americas,circuit-royal,All,솔저: 76,DAMAGE,15.5,47.7
2026-01-29,quickplay,Americas,circuit-royal,All,솜브라,DAMAGE,6.6,48.1
2026-01-29,quickplay,Americas,circuit-royal,All,시그마,TANK,15.8,58.2
2026-01-29,quickplay,Americas,circuit-royal,All,시메트라,DAMAGE,3.2,52.5
